player,runs,balls,fours,sixes,outs,format,average,strike_rate,boundary_runs,boundary_percent,balls_per_boundary
S Sreesanth,34,57,6,0,3,IPL,11.33,59.65,24,70.59,9.5
D Salunkhe,33,24,5,0,1,IPL,33.0,137.5,20,60.61,4.8
Navdeep Saini,33,38,3,0,4,IPL,8.25,86.84,12,36.36,12.67
Imran Tahir,33,37,5,0,4,IPL,8.25,89.19,20,60.61,7.4
Arshdeep Singh,32,49,4,0,6,IPL,5.33,65.31,16,50.0,12.25
RJ Peterson,32,32,3,1,3,IPL,10.67,100.0,18,56.25,8.0
AT Carey,32,29,0,1,2,IPL,16.0,110.34,6,18.75,29.0
Basil Thampi,32,37,1,1,1,IPL,32.0,86.49,10,31.25,18.5
G Coetzee,31,33,2,2,6,IPL,5.17,93.94,20,64.52,8.25
S Sriram,31,38,3,0,2,IPL,15.5,81.58,12,38.71,12.67
GF Linde,31,21,6,0,3,IPL,10.33,147.62,24,77.42,3.5
T Taibu,31,26,3,0,3,IPL,10.33,119.23,12,38.71,8.67
Noor Ahmad,31,59,2,1,11,IPL,2.82,52.54,14,45.16,19.67
CV Varun,31,56,3,0,4,IPL,7.75,55.36,12,38.71,18.67
NS Naik,31,53,2,0,4,IPL,7.75,58.49,8,25.81,26.5
VH Zol,29,26,3,1,2,IPL,14.5,111.54,18,62.07,6.5
J Syed Mohammad,29,27,4,0,2,IPL,14.5,107.41,16,55.17,6.75
Akshat Raghuwanshi,29,27,1,1,2,IPL,14.5,107.41,10,34.48,13.5
SB Jakati,28,30,3,0,1,IPL,28.0,93.33,12,42.86,10.0
AS Joseph,27,32,3,0,1,IPL,27.0,84.38,12,44.44,10.67
PJ Sangwan,26,47,1,0,7,IPL,3.71,55.32,4,15.38,47.0
AS Rajpoot,26,41,2,1,4,IPL,6.5,63.41,14,53.85,13.67
AA Kulkarni,26,33,3,0,4,IPL,6.5,78.79,12,46.15,11.0
JM Kemp,26,25,1,1,2,IPL,13.0,104.0,10,38.46,12.5
AB Dinda,26,50,2,0,9,IPL,2.89,52.0,8,30.77,25.0
DJ Malan,26,26,1,1,1,IPL,26.0,100.0,10,38.46,13.0
NL McCullum,26,23,0,1,1,IPL,26.0,113.04,6,23.08,23.0
AF Milne,25,33,0,1,4,IPL,6.25,75.76,6,24.0,33.0
A Choudhary,25,20,1,1,1,IPL,25.0,125.0,10,40.0,10.0
S Chanderpaul,25,33,4,0,3,IPL,8.33,75.76,16,64.0,8.25
Mohsin Khan,25,31,2,1,4,IPL,6.25,80.65,14,56.0,10.33
Akash Deep,25,14,2,2,3,IPL,8.33,178.57,20,80.0,3.5
Sanvir Singh,25,22,2,1,2,IPL,12.5,113.64,14,56.0,7.33
MA Khote,24,22,2,1,2,IPL,12.0,109.09,14,58.33,7.33
Kartik Tyagi,24,26,2,1,7,IPL,3.43,92.31,14,58.33,8.67
Tanush Kotian,24,32,3,0,1,IPL,24.0,75.0,12,50.0,10.67
AJ Turner,24,31,0,2,5,IPL,4.8,77.42,12,50.0,15.5
ER Dwivedi,24,15,2,2,2,IPL,12.0,160.0,20,83.33,3.75
KC Cariappa,24,21,0,2,3,IPL,8.0,114.29,12,50.0,10.5
J Arunkumar,23,24,5,0,3,IPL,7.67,95.83,20,86.96,4.8
BMAJ Mendis,23,27,0,0,3,IPL,7.67,85.19,0,0.0,
SW Tait,23,26,1,1,3,IPL,7.67,88.46,10,43.48,13.0
Umran Malik,23,16,1,2,1,IPL,23.0,143.75,16,69.57,5.33
P Dubey,23,33,2,0,1,IPL,23.0,69.7,8,34.78,16.5
AU Rashid,22,17,2,1,2,IPL,11.0,129.41,14,63.64,5.67
GB Hogg,22,22,1,0,2,IPL,11.0,100.0,4,18.18,22.0
HE van der Dussen,22,25,2,0,2,IPL,11.0,88.0,8,36.36,12.5
Sediqullah Atal,22,16,0,2,1,IPL,22.0,137.5,12,54.55,8.0
SA Abbott,22,18,1,2,2,IPL,11.0,122.22,16,72.73,6.0
KL Nagarkoti,22,34,1,0,4,IPL,5.5,64.71,4,18.18,34.0
Yudhvir Singh,22,16,1,2,4,IPL,5.5,137.5,16,72.73,5.33
AJ Hosein,21,14,1,1,0,IPL,,150.0,10,47.62,7.0
DE Bollinger,21,23,1,1,1,IPL,21.0,91.3,10,47.62,11.5
B Indrajith,21,31,2,0,3,IPL,7.0,67.74,8,38.1,15.5
M Tiwari,21,12,2,1,1,IPL,21.0,175.0,14,66.67,4.0
Kumar Kushagra,21,21,3,0,4,IPL,5.25,100.0,12,57.14,7.0
C Sakariya,20,31,3,0,5,IPL,4.0,64.52,12,60.0,10.33
S Kaul,20,36,1,0,3,IPL,6.67,55.56,4,20.0,36.0
M Muralitharan,20,30,1,0,6,IPL,3.33,66.67,4,20.0,30.0
NJ Maddinson,20,21,4,0,3,IPL,6.67,95.24,16,80.0,5.25
BKG Mendis,20,11,1,2,1,IPL,20.0,181.82,16,80.0,3.67
RR Raje,20,18,1,1,1,IPL,20.0,111.11,10,50.0,9.0
AC Thomas,20,19,1,1,2,IPL,10.0,105.26,10,50.0,9.5
Y Gnaneswara Rao,19,18,3,0,1,IPL,19.0,105.56,12,63.16,6.0
DR Martyn,19,26,1,0,1,IPL,19.0,73.08,4,21.05,26.0
P Sahu,19,13,1,1,0,IPL,,146.15,10,52.63,6.5
Gulbadin Naib,19,15,1,1,1,IPL,19.0,126.67,10,52.63,7.5
NT Ellis,19,26,0,1,4,IPL,4.75,73.08,6,31.58,26.0
JR Hazlewood,19,31,1,0,1,IPL,19.0,61.29,4,21.05,31.0
A Mukund,19,23,1,0,2,IPL,9.5,82.61,4,21.05,23.0
R Smaran,19,25,3,0,3,IPL,6.33,76.0,12,63.16,8.33
R Bishnoi,19,17,1,2,3,IPL,6.33,111.76,16,84.21,5.67
P Ray Barman,19,25,2,0,1,IPL,19.0,76.0,8,42.11,12.5
R Shukla,19,23,2,0,1,IPL,19.0,82.61,8,42.11,11.5
PV Tambe,18,39,1,0,1,IPL,18.0,46.15,4,22.22,39.0
KMA Paul,18,26,1,1,4,IPL,4.5,69.23,10,55.56,13.0
DS Lehmann,18,19,3,0,2,IPL,9.0,94.74,12,66.67,6.33
T Banton,18,22,1,1,2,IPL,9.0,81.82,10,55.56,11.0
Sumit Kumar,18,26,2,1,2,IPL,9.0,69.23,14,77.78,8.67
Saurav Chauhan,18,16,1,1,3,IPL,6.0,112.5,10,55.56,8.0
Naveen-ul-Haq,18,26,2,0,1,IPL,18.0,69.23,8,44.44,13.0
Harmeet Singh,18,12,3,0,2,IPL,9.0,150.0,12,66.67,4.0
JJ van der Wath,18,17,1,1,2,IPL,9.0,105.88,10,55.56,8.5
BJ Haddin,18,11,2,1,1,IPL,18.0,163.64,14,77.78,3.67
R Sai Kishore,18,16,0,2,3,IPL,6.0,112.5,12,66.67,8.0
Arjun Tendulkar,18,14,0,1,1,IPL,18.0,128.57,6,33.33,14.0
Parvez Rasool,17,20,1,0,2,IPL,8.5,85.0,4,23.53,20.0
JA Richardson,17,27,2,0,3,IPL,5.67,62.96,8,47.06,13.5
M Theekshana,17,34,0,1,3,IPL,5.67,50.0,6,35.29,34.0
YV Dhull,16,23,1,0,3,IPL,5.33,69.57,4,25.0,23.0
Vijaykumar Vyshak,16,17,0,1,2,IPL,8.0,94.12,6,37.5,17.0
PP Ojha,16,45,0,0,9,IPL,1.78,35.56,0,0.0,
CK Kapugedera,16,24,0,0,3,IPL,5.33,66.67,0,0.0,
KS Sharma,16,25,1,0,3,IPL,5.33,64.0,4,25.0,25.0
JL Pattinson,15,13,2,0,1,IPL,15.0,115.38,8,53.33,6.5
A Zampa,15,25,1,0,5,IPL,3.0,60.0,4,26.67,25.0
VY Mahesh,15,28,0,0,2,IPL,7.5,53.57,0,0.0,
SD Lad,15,13,1,1,1,IPL,15.0,115.38,10,66.67,6.5
M Prasidh Krishna,15,31,1,0,2,IPL,7.5,48.39,4,26.67,31.0
C Madan,15,21,3,0,1,IPL,15.0,71.43,12,80.0,7.0
Virat Singh,15,26,1,0,2,IPL,7.5,57.69,4,26.67,26.0
I Udana,15,11,1,1,3,IPL,5.0,136.36,10,66.67,5.5
GR Napier,15,16,1,0,1,IPL,15.0,93.75,4,26.67,16.0
Auqib Nabi,14,4,2,1,1,IPL,14.0,350.0,14,100.0,1.33
N Burger,14,9,0,1,1,IPL,14.0,155.56,6,42.86,9.0
F Behardien,14,13,2,0,2,IPL,7.0,107.69,8,57.14,6.5
FA Allen,14,19,1,0,2,IPL,7.0,73.68,4,28.57,19.0
MP Breetzke,14,12,1,1,1,IPL,14.0,116.67,10,71.43,6.0
MDKJ Perera,14,13,3,0,2,IPL,7.0,107.69,12,85.71,4.33
DR Shorey,13,20,0,1,2,IPL,6.5,65.0,6,46.15,20.0
KJ Abbott,13,8,0,1,1,IPL,13.0,162.5,6,46.15,8.0
DT Patil,13,13,1,0,1,IPL,13.0,100.0,4,30.77,13.0
Mustafizur Rahman,13,24,0,1,2,IPL,6.5,54.17,6,46.15,24.0
Harsh Dubey,13,11,2,0,2,IPL,6.5,118.18,8,61.54,5.5
S Badree,13,25,0,0,5,IPL,2.6,52.0,0,0.0,
Mujeeb Ur Rahman,12,15,2,0,3,IPL,4.0,80.0,8,66.67,7.5
T Dahiya,12,15,2,0,2,IPL,6.0,80.0,8,66.67,7.5
T Thushara,12,19,0,0,2,IPL,6.0,63.16,0,0.0,
K Kartikeya,12,18,1,0,3,IPL,4.0,66.67,4,33.33,18.0
Karanveer Singh,12,17,1,0,1,IPL,12.0,70.59,4,33.33,17.0
DAJ Bracewell,12,9,1,0,0,IPL,,133.33,4,33.33,9.0
AA Chavan,12,11,2,0,1,IPL,12.0,109.09,8,66.67,5.5
R Minz,12,20,1,0,3,IPL,4.0,60.0,4,33.33,20.0
DG Nalkande,12,12,0,1,2,IPL,6.0,100.0,6,50.0,12.0
MA Wood,12,10,1,1,2,IPL,6.0,120.0,10,83.33,5.0
K Upadhyay,12,9,0,1,0,IPL,,133.33,6,50.0,9.0
AR Bawne,12,12,1,0,0,IPL,,100.0,4,33.33,12.0
T Henderson,11,16,0,1,1,IPL,11.0,68.75,6,54.55,16.0
T Kohli,11,20,0,1,3,IPL,3.67,55.0,6,54.55,20.0
DNT Zoysa,11,9,1,0,1,IPL,11.0,122.22,4,36.36,9.0
M Ntini,11,19,2,0,1,IPL,11.0,57.89,8,72.73,9.5
Mukesh Kumar,10,20,0,0,1,IPL,10.0,50.0,0,0.0,
BB Sran,10,14,0,0,1,IPL,10.0,71.43,0,0.0,
RK Bhui,10,27,0,0,4,IPL,2.5,37.04,0,0.0,
Krish Bhagat,10,21,0,0,1,IPL,10.0,47.62,0,0.0,
X Thalaivan Sargunam,10,17,0,0,1,IPL,10.0,58.82,0,0.0,
VG Arora,10,28,0,0,4,IPL,2.5,35.71,0,0.0,
SMSM Senanayake,10,17,0,0,1,IPL,10.0,58.82,0,0.0,
Simarjeet Singh,10,15,0,0,3,IPL,3.33,66.67,0,0.0,
TD Paine,10,29,0,0,2,IPL,5.0,34.48,0,0.0,
AG Murtaza,10,14,1,0,1,IPL,10.0,71.43,4,40.0,14.0
JE Root,10,15,1,0,1,IPL,10.0,66.67,4,40.0,15.0
KAJ Roach,10,9,1,0,1,IPL,10.0,111.11,4,40.0,9.0
J Theron,10,13,1,0,2,IPL,5.0,76.92,4,40.0,13.0
D du Preez,10,13,0,0,1,IPL,10.0,76.92,0,0.0,
PWA Mulder,9,12,1,0,1,IPL,9.0,75.0,4,44.44,12.0
AA Noffke,9,12,1,0,1,IPL,9.0,75.0,4,44.44,12.0
L Wood,9,3,0,1,0,IPL,,300.0,6,66.67,3.0
SM Harwood,9,14,0,0,0,IPL,,64.29,0,0.0,
TM Srivastava,8,11,0,0,1,IPL,8.0,72.73,0,0.0,
P Chopra,8,6,2,0,1,IPL,8.0,133.33,8,100.0,3.0
SH Johnson,8,12,1,0,1,IPL,8.0,66.67,4,50.0,12.0
KT Maphaka,8,3,2,0,0,IPL,,266.67,8,100.0,1.5
Jaskaran Singh,8,11,0,0,1,IPL,8.0,72.73,0,0.0,
CK Langeveldt,8,9,0,1,2,IPL,4.0,88.89,6,75.0,9.0
Akash Madhwal,8,14,0,0,0,IPL,,57.14,0,0.0,
TS Mills,8,14,0,1,4,IPL,2.0,57.14,6,75.0,14.0
OC McCoy,8,5,0,1,0,IPL,,160.0,6,75.0,5.0
JPR Scantlebury-Searles,8,6,0,1,1,IPL,8.0,133.33,6,75.0,6.0
Mukesh Choudhary,8,8,1,0,0,IPL,,100.0,4,50.0,8.0
CJ McKay,8,15,0,0,1,IPL,8.0,53.33,0,0.0,
UA Birla,7,15,1,0,1,IPL,7.0,46.67,4,57.14,15.0
Pankaj Singh,7,12,0,0,2,IPL,3.5,58.33,0,0.0,
IS Sodhi,7,18,0,0,2,IPL,3.5,38.89,0,0.0,
Ankit Soni,7,9,0,1,2,IPL,3.5,77.78,6,85.71,9.0
I Malhotra,7,4,1,0,0,IPL,,175.0,4,57.14,4.0
VS Malik,7,7,1,0,1,IPL,7.0,100.0,4,57.14,7.0
V Viyaskanth,7,5,0,0,0,IPL,,140.0,0,0.0,
AN Ghosh,7,8,1,0,2,IPL,3.5,87.5,4,57.14,8.0
E Malinga,7,18,0,0,1,IPL,7.0,38.89,0,0.0,
LG Pretorius,7,8,0,0,1,IPL,7.0,87.5,0,0.0,
MJ Henry,7,10,1,0,2,IPL,3.5,70.0,4,57.14,10.0
DM Bravo,6,5,1,0,0,IPL,,120.0,4,66.67,5.0
SS Shaikh,6,7,1,0,0,IPL,,85.71,4,66.67,7.0
BA Bhatt,6,7,0,1,0,IPL,,85.71,6,100.0,7.0
JP Behrendorff,6,9,0,0,0,IPL,,66.67,0,0.0,
DA Payne,6,5,0,0,0,IPL,,120.0,0,0.0,
PSP Handscomb,6,12,0,0,1,IPL,6.0,50.0,0,0.0,
SB Joshi,6,16,0,0,2,IPL,3.0,37.5,0,0.0,
Arshad Khan (2),5,4,1,0,1,IPL,5.0,125.0,4,80.0,4.0
Prince Yadav,5,12,0,0,0,IPL,,41.67,0,0.0,
B Stanlake,5,2,1,0,0,IPL,,250.0,4,80.0,2.0
B Laughlin,5,13,0,0,2,IPL,2.5,38.46,0,0.0,
Shivam Sharma,5,3,1,0,1,IPL,5.0,166.67,4,80.0,3.0
KMDN Kulasekara,5,3,1,0,0,IPL,,166.67,4,80.0,3.0
Sakib Hussain,5,7,1,0,0,IPL,,71.43,4,80.0,7.0
SJ Srivastava,5,5,0,0,1,IPL,5.0,100.0,0,0.0,
P Awana,5,14,0,0,2,IPL,2.5,35.71,0,0.0,
Fazalhaq Farooqi,5,15,0,0,0,IPL,,33.33,0,0.0,
MP Yadav,5,6,1,0,1,IPL,5.0,83.33,4,80.0,6.0
A Chandila,4,7,0,0,0,IPL,,57.14,0,0.0,
A Tomar,4,8,1,0,1,IPL,4.0,50.0,4,100.0,8.0
VRV Singh,4,3,1,0,1,IPL,4.0,133.33,4,100.0,3.0
SR Dubey,4,2,1,0,0,IPL,,200.0,4,100.0,2.0
GD McGrath,4,5,1,0,1,IPL,4.0,80.0,4,100.0,5.0
CRD Fernando,4,3,0,0,0,IPL,,133.33,0,0.0,
Yash Dayal,4,9,0,0,3,IPL,1.33,44.44,0,0.0,
L Ngidi,4,9,0,0,2,IPL,2.0,44.44,0,0.0,
FH Edwards,4,5,0,0,1,IPL,4.0,80.0,0,0.0,
Liton Das,4,4,1,0,1,IPL,4.0,100.0,4,100.0,4.0
A Uniyal,4,7,0,0,1,IPL,4.0,57.14,0,0.0,
A Dananjaya,4,5,0,0,0,IPL,,80.0,0,0.0,
Ravi Singh,4,2,1,0,1,IPL,4.0,200.0,4,100.0,2.0
DP Nannes,4,13,0,0,1,IPL,4.0,30.77,0,0.0,
RS Sodhi,4,2,1,0,0,IPL,,200.0,4,100.0,2.0
T Natarajan,4,7,0,0,0,IPL,,57.14,0,0.0,
Kamran Khan,3,5,0,0,1,IPL,3.0,60.0,0,0.0,
GC Viljoen,3,7,0,0,2,IPL,1.5,42.86,0,0.0,
Mohammad Asif,3,6,0,0,2,IPL,1.5,50.0,0,0.0,
JE Taylor,3,4,0,0,0,IPL,,75.0,0,0.0,
D Kalyankrishna,3,8,0,0,1,IPL,3.0,37.5,0,0.0,
BAW Mendis,3,6,0,0,2,IPL,1.5,50.0,0,0.0,
Younis Khan,3,7,0,0,1,IPL,3.0,42.86,0,0.0,
RJW Topley,3,6,0,0,0,IPL,,50.0,0,0.0,
R Ninan,3,6,0,0,1,IPL,3.0,50.0,0,0.0,
PP Hinge,3,9,0,0,1,IPL,3.0,33.33,0,0.0,
S Tyagi,3,4,0,0,0,IPL,,75.0,0,0.0,
DS Rathi,3,9,0,0,1,IPL,3.0,33.33,0,0.0,
RS Gavaskar,2,8,0,0,1,IPL,2.0,25.0,0,0.0,
GHS Garton,2,4,0,0,1,IPL,2.0,50.0,0,0.0,
H Das,2,5,0,0,1,IPL,2.0,40.0,0,0.0,
VS Yeligati,2,2,0,0,1,IPL,2.0,100.0,0,0.0,
BR Sharath,2,5,0,0,1,IPL,2.0,40.0,0,0.0,
RG More,2,2,0,0,0,IPL,,100.0,0,0.0,
A Singh,2,10,0,0,4,IPL,0.5,20.0,0,0.0,
T Shamsi,2,4,0,0,0,IPL,,50.0,0,0.0,
Shoaib Akhtar,2,8,0,0,1,IPL,2.0,25.0,0,0.0,
KK Ahmed,2,9,0,0,5,IPL,0.4,22.22,0,0.0,
DV Malewar,2,5,0,0,2,IPL,1.0,40.0,0,0.0,
Brijesh Sharma,2,4,0,0,0,IPL,,50.0,0,0.0,
S Randiv,2,4,0,0,1,IPL,2.0,50.0,0,0.0,
SB Wagh,2,3,0,0,2,IPL,1.0,66.67,0,0.0,
KP Appanna,2,4,0,0,1,IPL,2.0,50.0,0,0.0,
RJ Gleeson,2,2,0,0,0,IPL,,100.0,0,0.0,
Mashrafe Mortaza,2,2,0,0,0,IPL,,100.0,0,0.0,
Shivam Singh,2,3,0,0,0,IPL,,66.67,0,0.0,
AM Ghazanfar,2,3,0,0,0,IPL,,66.67,0,0.0,
Mohammad Ashraful,2,12,0,0,1,IPL,2.0,16.67,0,0.0,
SS Mishra,1,3,0,0,0,IPL,,33.33,0,0.0,
DP Vijaykumar,1,1,0,0,0,IPL,,100.0,0,0.0,
BE Hendricks,1,3,0,0,1,IPL,1.0,33.33,0,0.0,
M de Lange,1,2,0,0,1,IPL,1.0,50.0,0,0.0,
P Parameswaran,1,3,0,0,0,IPL,,33.33,0,0.0,
HF Gurney,1,5,0,0,0,IPL,,20.0,0,0.0,
Shoaib Ahmed,1,6,0,0,2,IPL,0.5,16.67,0,0.0,
MS Bhandage,1,4,0,0,1,IPL,1.0,25.0,0,0.0,
Ashok Sharma,1,5,0,0,0,IPL,,20.0,0,0.0,
MJ Suthar,1,2,0,0,1,IPL,1.0,50.0,0,0.0,
Ashwani Kumar,1,6,0,0,0,IPL,,16.67,0,0.0,
PM Sarvesh Kumar,1,2,0,0,0,IPL,,50.0,0,0.0,
NJ Rimmington,1,1,0,0,0,IPL,,100.0,0,0.0,
LE Plunkett,1,3,0,0,1,IPL,1.0,33.33,0,0.0,
KA Maharaj,1,2,0,0,1,IPL,1.0,50.0,0,0.0,
LB Williams,1,2,0,0,0,IPL,,50.0,0,0.0,
SE Bond,1,2,0,0,1,IPL,1.0,50.0,0,0.0,
PVSN Raju,1,1,0,0,0,IPL,,100.0,0,0.0,
SZ Mulani,1,1,0,0,0,IPL,,100.0,0,0.0,
Mohit Rathee,1,2,0,0,0,IPL,,50.0,0,0.0,
Abdul Basith,1,1,0,0,0,IPL,,100.0,0,0.0,
DJ Muthuswami,1,3,0,0,1,IPL,1.0,33.33,0,0.0,
RR Bhatkal,0,2,0,0,1,IPL,0.0,0.0,0,0.0,
IC Pandey,0,2,0,0,1,IPL,0.0,0.0,0,0.0,
ND Doshi,0,13,0,0,1,IPL,0.0,0.0,0,0.0,
S Ladda,0,10,0,0,1,IPL,0.0,0.0,0,0.0,
YA Abdulla,0,1,0,0,0,IPL,,0.0,0,0.0,
C Nanda,0,1,0,0,1,IPL,0.0,0.0,0,0.0,
KR Sen,0,3,0,0,0,IPL,,0.0,0,0.0,
RP Meredith,0,3,0,0,0,IPL,,0.0,0,0.0,
U Kaul,0,1,0,0,0,IPL,,0.0,0,0.0,
Abdur Razzak,0,2,0,0,0,IPL,,0.0,0,0.0,
S Lamichhane,0,1,0,0,1,IPL,0.0,0.0,0,0.0,
R Sanjay Yadav,0,2,0,0,1,IPL,0.0,0.0,0,0.0,
JL Denly,0,1,0,0,1,IPL,0.0,0.0,0,0.0,
Y Prithvi Raj,0,1,0,0,0,IPL,,0.0,0,0.0,
SS Cottrell,0,2,0,0,1,IPL,0.0,0.0,0,0.0,
KS Rathore,0,5,0,0,1,IPL,0.0,0.0,0,0.0,
MJ Owen,0,2,0,0,1,IPL,0.0,0.0,0,0.0,
Musheer Khan,0,3,0,0,1,IPL,0.0,0.0,0,0.0,
K Yadav,0,4,0,0,0,IPL,,0.0,0,0.0,
Mayank Dagar,0,1,0,0,0,IPL,,0.0,0,0.0,
S Kaushik,0,1,0,0,1,IPL,0.0,0.0,0,0.0,
KM Asif,0,2,0,0,1,IPL,0.0,0.0,0,0.0,
L Ablish,0,2,0,0,0,IPL,,0.0,0,0.0,
V Pratap Singh,0,1,0,0,1,IPL,0.0,0.0,0,0.0,
Sunny Gupta,0,1,0,0,1,IPL,0.0,0.0,0,0.0,
